Name,Age,Income,Employment_Status,Loan_Amount,Credit_Score,Debt_To_Income,Loan_Term,Address,Contact_Info,Eligibility
User_320,48,73285,Employed,30215,561,0.46,12,Address_320,user320@email.com,Not Eligible
User_321,50,44063,Employed,14794,639,0.19,12,Address_321,user321@email.com,Eligible
User_322,49,92642,Unemployed,38209,607,0.45,60,Address_322,user322@email.com,Eligible
User_323,26,115093,Self-Employed,27424,544,0.32,24,Address_323,user323@email.com,Eligible
User_324,55,139390,Self-Employed,42396,814,0.43,24,Address_324,user324@email.com,Eligible
User_325,61,111143,Unemployed,11370,636,0.39,12,Address_325,user325@email.com,Eligible
User_326,57,62599,Unemployed,14528,375,0.38,12,Address_326,user326@email.com,Eligible
User_327,44,76920,Self-Employed,33276,474,0.23,12,Address_327,user327@email.com,Not Eligible
User_328,49,53529,Self-Employed,49333,408,0.19,36,Address_328,user328@email.com,Eligible
User_329,51,60954,Self-Employed,13179,482,0.18,36,Address_329,user329@email.com,Not Eligible
User_330,55,52856,Self-Employed,21843,491,0.44,12,Address_330,user330@email.com,Eligible
User_331,53,27573,Self-Employed,28952,364,0.43,24,Address_331,user331@email.com,Needs Review
User_332,41,103344,Employed,38160,773,0.28,12,Address_332,user332@email.com,Not Eligible
User_333,52,60367,Unemployed,49898,399,0.15,36,Address_333,user333@email.com,Eligible
User_334,43,127337,Employed,34516,843,0.25,24,Address_334,user334@email.com,Not Eligible
User_335,53,131732,Self-Employed,15449,427,0.35,36,Address_335,user335@email.com,Eligible
User_336,23,124608,Self-Employed,26125,751,0.28,24,Address_336,user336@email.com,Not Eligible
User_337,38,85774,Self-Employed,12418,668,0.41,36,Address_337,user337@email.com,Eligible
User_338,45,48752,Employed,27746,342,0.5,24,Address_338,user338@email.com,Not Eligible
User_339,62,80029,Employed,7454,718,0.18,24,Address_339,user339@email.com,Not Eligible
User_340,51,42685,Self-Employed,22761,787,0.28,24,Address_340,user340@email.com,Eligible
User_341,23,76693,Employed,20223,377,0.27,24,Address_341,user341@email.com,Eligible
User_342,60,141739,Employed,11701,569,0.22,60,Address_342,user342@email.com,Not Eligible
User_343,44,80961,Self-Employed,7597,614,0.18,36,Address_343,user343@email.com,Eligible
User_344,52,131937,Employed,5141,467,0.13,36,Address_344,user344@email.com,Eligible
User_345,42,149956,Unemployed,7659,638,0.45,60,Address_345,user345@email.com,Eligible
User_346,43,101908,Unemployed,25980,492,0.27,24,Address_346,user346@email.com,Eligible
User_347,22,99532,Unemployed,14031,752,0.3,24,Address_347,user347@email.com,Needs Review
User_348,47,106994,Unemployed,20037,582,0.47,36,Address_348,user348@email.com,Eligible
User_349,62,81133,Self-Employed,43429,635,0.41,60,Address_349,user349@email.com,Eligible
User_350,22,122425,Self-Employed,11142,689,0.15,24,Address_350,user350@email.com,Not Eligible
User_351,46,86268,Self-Employed,17109,824,0.33,24,Address_351,user351@email.com,Not Eligible
User_352,37,117201,Unemployed,27010,539,0.28,24,Address_352,user352@email.com,Eligible
User_353,60,63243,Unemployed,13787,782,0.42,12,Address_353,user353@email.com,Eligible
User_354,53,82384,Employed,47864,757,0.39,60,Address_354,user354@email.com,Needs Review
User_355,29,56653,Employed,13472,388,0.38,24,Address_355,user355@email.com,Not Eligible
User_356,63,51657,Unemployed,28383,394,0.24,12,Address_356,user356@email.com,Eligible
User_357,59,64952,Unemployed,9249,751,0.42,60,Address_357,user357@email.com,Eligible
User_358,49,47180,Unemployed,39518,727,0.12,24,Address_358,user358@email.com,Eligible
User_359,62,122432,Unemployed,23351,450,0.16,36,Address_359,user359@email.com,Eligible
User_360,46,146829,Employed,9088,813,0.23,12,Address_360,user360@email.com,Eligible
User_361,55,103411,Unemployed,20282,675,0.13,12,Address_361,user361@email.com,Not Eligible
User_362,45,26622,Employed,24330,321,0.19,24,Address_362,user362@email.com,Eligible
User_363,44,73756,Unemployed,47409,612,0.43,24,Address_363,user363@email.com,Not Eligible
User_364,33,65809,Unemployed,26778,818,0.48,12,Address_364,user364@email.com,Eligible
User_365,27,41725,Unemployed,29264,505,0.22,36,Address_365,user365@email.com,Not Eligible
User_366,56,86396,Employed,10075,674,0.21,36,Address_366,user366@email.com,Not Eligible
User_367,40,76226,Employed,15412,750,0.21,60,Address_367,user367@email.com,Eligible
User_368,21,131296,Self-Employed,33365,478,0.21,24,Address_368,user368@email.com,Eligible
User_369,28,106182,Unemployed,12230,509,0.11,36,Address_369,user369@email.com,Eligible
User_370,36,107565,Self-Employed,16002,799,0.47,60,Address_370,user370@email.com,Not Eligible
User_371,34,54402,Self-Employed,18947,763,0.19,36,Address_371,user371@email.com,Not Eligible
User_372,32,29263,Employed,18686,423,0.27,24,Address_372,user372@email.com,Eligible
User_373,43,148489,Employed,34304,412,0.1,60,Address_373,user373@email.com,Eligible
User_374,35,121523,Self-Employed,18074,311,0.44,60,Address_374,user374@email.com,Eligible
User_375,48,71828,Unemployed,9493,425,0.39,60,Address_375,user375@email.com,Not Eligible
User_376,54,145824,Employed,39228,630,0.48,36,Address_376,user376@email.com,Eligible
User_377,22,72924,Unemployed,19140,582,0.41,24,Address_377,user377@email.com,Eligible
User_378,52,99182,Unemployed,36655,439,0.23,60,Address_378,user378@email.com,Eligible
User_379,43,118065,Self-Employed,48472,700,0.2,12,Address_379,user379@email.com,Eligible
User_380,42,84052,Self-Employed,11816,396,0.38,24,Address_380,user380@email.com,Not Eligible
User_381,45,36664,Self-Employed,16639,816,0.25,12,Address_381,user381@email.com,Eligible
User_382,42,60737,Self-Employed,34492,368,0.33,12,Address_382,user382@email.com,Not Eligible
User_383,42,126332,Employed,16240,417,0.1,60,Address_383,user383@email.com,Eligible
User_384,62,114563,Employed,37698,358,0.12,60,Address_384,user384@email.com,Eligible
User_385,26,54373,Self-Employed,31957,332,0.31,36,Address_385,user385@email.com,Not Eligible
User_386,35,142369,Employed,37808,617,0.33,36,Address_386,user386@email.com,Needs Review
User_387,63,61397,Self-Employed,10827,349,0.4,36,Address_387,user387@email.com,Not Eligible
User_388,57,111145,Unemployed,37762,788,0.15,24,Address_388,user388@email.com,Eligible
User_389,53,126371,Unemployed,13259,318,0.31,36,Address_389,user389@email.com,Eligible
User_390,28,63709,Unemployed,19849,496,0.18,12,Address_390,user390@email.com,Not Eligible
User_391,64,141074,Self-Employed,21232,749,0.14,36,Address_391,user391@email.com,Eligible
User_392,64,86120,Unemployed,45572,751,0.26,60,Address_392,user392@email.com,Eligible
User_393,25,44250,Employed,29173,588,0.17,36,Address_393,user393@email.com,Not Eligible
User_394,59,46172,Unemployed,10374,440,0.19,24,Address_394,user394@email.com,Not Eligible
User_395,24,36555,Unemployed,26174,383,0.23,24,Address_395,user395@email.com,Needs Review
User_396,26,112410,Unemployed,28567,690,0.2,12,Address_396,user396@email.com,Needs Review
User_397,52,103617,Employed,40292,514,0.14,24,Address_397,user397@email.com,Not Eligible
User_398,50,78276,Self-Employed,14277,825,0.14,36,Address_398,user398@email.com,Eligible
User_399,55,82492,Employed,36600,514,0.18,60,Address_399,user399@email.com,Eligible
User_400,60,78002,Self-Employed,14885,702,0.12,24,Address_400,user400@email.com,Eligible
User_401,36,145103,Self-Employed,5778,427,0.35,12,Address_401,user401@email.com,Eligible
User_402,33,149938,Unemployed,34165,776,0.21,36,Address_402,user402@email.com,Eligible
User_403,62,114599,Self-Employed,6492,703,0.21,12,Address_403,user403@email.com,Eligible
User_404,50,97355,Employed,35462,328,0.23,24,Address_404,user404@email.com,Eligible
User_405,39,116248,Employed,18615,637,0.37,24,Address_405,user405@email.com,Eligible
User_406,37,49762,Self-Employed,49900,660,0.45,12,Address_406,user406@email.com,Eligible
User_407,39,36046,Unemployed,47946,691,0.4,36,Address_407,user407@email.com,Eligible
User_408,48,121999,Unemployed,12851,517,0.39,24,Address_408,user408@email.com,Eligible
User_409,46,149130,Employed,21288,501,0.29,60,Address_409,user409@email.com,Not Eligible
User_410,57,141021,Unemployed,12156,316,0.38,24,Address_410,user410@email.com,Eligible
User_411,46,53769,Self-Employed,7044,621,0.32,36,Address_411,user411@email.com,Eligible
User_412,43,78302,Self-Employed,12368,817,0.19,24,Address_412,user412@email.com,Not Eligible
User_413,29,48150,Employed,24900,624,0.18,12,Address_413,user413@email.com,Eligible
User_414,32,93247,Self-Employed,35600,711,0.22,24,Address_414,user414@email.com,Eligible
User_415,21,29853,Employed,30634,617,0.46,24,Address_415,user415@email.com,Eligible
User_416,21,119613,Self-Employed,14168,381,0.32,36,Address_416,user416@email.com,Eligible
User_417,54,145900,Employed,25961,773,0.39,12,Address_417,user417@email.com,Needs Review
User_418,52,114399,Unemployed,49096,767,0.24,36,Address_418,user418@email.com,Eligible
User_419,45,46792,Self-Employed,28852,724,0.26,24,Address_419,user419@email.com,Not Eligible
User_420,60,84129,Self-Employed,38110,503,0.15,60,Address_420,user420@email.com,Eligible
User_421,21,131019,Employed,37174,686,0.17,24,Address_421,user421@email.com,Eligible
User_422,36,99478,Employed,39215,397,0.43,36,Address_422,user422@email.com,Eligible
User_423,59,138811,Self-Employed,31955,644,0.33,60,Address_423,user423@email.com,Eligible
User_424,25,139130,Employed,11581,507,0.24,36,Address_424,user424@email.com,Eligible
User_425,42,92298,Self-Employed,49619,813,0.42,36,Address_425,user425@email.com,Eligible
User_426,49,56987,Unemployed,11317,465,0.2,12,Address_426,user426@email.com,Eligible
User_427,23,40850,Employed,47856,321,0.49,60,Address_427,user427@email.com,Not Eligible
User_428,32,37112,Self-Employed,31649,453,0.24,24,Address_428,user428@email.com,Eligible
User_429,46,146789,Unemployed,28132,738,0.23,36,Address_429,user429@email.com,Not Eligible
User_430,36,49058,Unemployed,21789,594,0.22,24,Address_430,user430@email.com,Not Eligible
User_431,57,70420,Self-Employed,19567,518,0.15,12,Address_431,user431@email.com,Eligible
User_432,42,63890,Employed,19868,794,0.14,12,Address_432,user432@email.com,Eligible
User_433,49,91017,Self-Employed,29370,529,0.36,60,Address_433,user433@email.com,Eligible
User_434,34,72304,Unemployed,47533,319,0.45,12,Address_434,user434@email.com,Not Eligible
User_435,48,57921,Self-Employed,35483,447,0.42,12,Address_435,user435@email.com,Eligible
User_436,25,130921,Employed,17466,407,0.16,24,Address_436,user436@email.com,Not Eligible
User_437,50,26524,Unemployed,33803,702,0.32,12,Address_437,user437@email.com,Eligible
User_438,25,125424,Self-Employed,23230,782,0.14,12,Address_438,user438@email.com,Not Eligible
User_439,32,40048,Employed,22862,666,0.12,36,Address_439,user439@email.com,Eligible
User_440,36,60111,Unemployed,48355,713,0.36,12,Address_440,user440@email.com,Not Eligible
User_441,46,62904,Employed,36259,608,0.31,36,Address_441,user441@email.com,Eligible
User_442,46,79912,Unemployed,38539,433,0.13,12,Address_442,user442@email.com,Eligible
User_443,41,59008,Self-Employed,26909,582,0.11,12,Address_443,user443@email.com,Eligible
User_444,59,25060,Employed,35795,372,0.5,60,Address_444,user444@email.com,Eligible
User_445,56,99666,Unemployed,13770,780,0.11,60,Address_445,user445@email.com,Needs Review
User_446,53,108559,Employed,16093,651,0.28,36,Address_446,user446@email.com,Eligible
User_447,50,80337,Employed,5193,625,0.3,12,Address_447,user447@email.com,Eligible
User_448,57,135616,Self-Employed,39775,742,0.15,24,Address_448,user448@email.com,Eligible
User_449,43,38350,Employed,22569,399,0.17,60,Address_449,user449@email.com,Eligible
User_450,30,49354,Unemployed,16190,358,0.24,24,Address_450,user450@email.com,Eligible
User_451,25,70186,Unemployed,47752,807,0.4,60,Address_451,user451@email.com,Not Eligible
User_452,56,53145,Unemployed,37327,557,0.3,60,Address_452,user452@email.com,Eligible
User_453,54,59020,Unemployed,47070,712,0.36,12,Address_453,user453@email.com,Needs Review
User_454,51,111123,Self-Employed,25389,751,0.49,60,Address_454,user454@email.com,Eligible
User_455,30,131667,Employed,45197,364,0.41,24,Address_455,user455@email.com,Eligible
User_456,39,100186,Self-Employed,7261,453,0.27,60,Address_456,user456@email.com,Not Eligible
User_457,52,110469,Employed,33369,565,0.28,36,Address_457,user457@email.com,Not Eligible
User_458,21,45581,Employed,31512,378,0.35,12,Address_458,user458@email.com,Eligible
User_459,25,113929,Employed,11716,614,0.37,12,Address_459,user459@email.com,Not Eligible
User_460,24,48051,Self-Employed,26259,547,0.3,36,Address_460,user460@email.com,Eligible
User_461,36,76474,Employed,33933,713,0.36,36,Address_461,user461@email.com,Eligible
User_462,44,116748,Self-Employed,46689,324,0.11,36,Address_462,user462@email.com,Not Eligible
User_463,36,139618,Unemployed,9378,583,0.27,60,Address_463,user463@email.com,Eligible
User_464,22,94626,Unemployed,45583,748,0.21,12,Address_464,user464@email.com,Eligible
User_465,48,31960,Employed,24835,600,0.15,36,Address_465,user465@email.com,Not Eligible
User_466,52,60772,Self-Employed,34033,367,0.14,60,Address_466,user466@email.com,Needs Review
User_467,47,46520,Unemployed,29000,306,0.34,36,Address_467,user467@email.com,Eligible
User_468,40,74481,Self-Employed,15332,436,0.31,24,Address_468,user468@email.com,Eligible
User_469,44,61408,Self-Employed,47604,463,0.2,24,Address_469,user469@email.com,Eligible
User_470,32,119006,Employed,7800,382,0.29,12,Address_470,user470@email.com,Needs Review
User_471,55,82134,Unemployed,34538,719,0.3,60,Address_471,user471@email.com,Not Eligible
User_472,53,45491,Employed,35119,372,0.18,24,Address_472,user472@email.com,Eligible
User_473,53,26341,Employed,13333,536,0.36,24,Address_473,user473@email.com,Eligible
User_474,63,69623,Unemployed,10410,345,0.41,60,Address_474,user474@email.com,Eligible
User_475,57,115327,Unemployed,22839,561,0.42,36,Address_475,user475@email.com,Not Eligible
User_476,32,25338,Self-Employed,35519,475,0.34,60,Address_476,user476@email.com,Not Eligible
User_477,23,96431,Unemployed,10808,465,0.3,36,Address_477,user477@email.com,Not Eligible
User_478,21,37254,Self-Employed,11796,669,0.12,24,Address_478,user478@email.com,Needs Review
User_479,53,76860,Self-Employed,26180,353,0.22,24,Address_479,user479@email.com,Eligible
User_480,60,36344,Self-Employed,48056,718,0.14,24,Address_480,user480@email.com,Eligible
User_481,30,26750,Unemployed,22709,806,0.49,12,Address_481,user481@email.com,Eligible
User_482,63,79756,Employed,22543,640,0.15,12,Address_482,user482@email.com,Eligible
User_483,64,92957,Self-Employed,42418,426,0.16,12,Address_483,user483@email.com,Eligible
User_484,49,130423,Employed,34075,708,0.46,60,Address_484,user484@email.com,Eligible
User_485,33,83053,Employed,42755,666,0.48,24,Address_485,user485@email.com,Not Eligible
User_486,32,95855,Unemployed,42465,570,0.41,24,Address_486,user486@email.com,Not Eligible
User_487,51,40896,Employed,35502,678,0.1,60,Address_487,user487@email.com,Eligible
User_488,22,80761,Employed,21724,372,0.1,12,Address_488,user488@email.com,Eligible
User_489,55,87552,Unemployed,8828,547,0.25,60,Address_489,user489@email.com,Eligible
User_490,43,145075,Self-Employed,22087,342,0.16,12,Address_490,user490@email.com,Not Eligible
User_491,37,102454,Employed,17605,676,0.11,24,Address_491,user491@email.com,Not Eligible
User_492,46,143681,Unemployed,36337,340,0.29,36,Address_492,user492@email.com,Eligible
User_493,28,115600,Employed,10482,469,0.48,12,Address_493,user493@email.com,Eligible
User_494,49,147732,Employed,32005,511,0.23,24,Address_494,user494@email.com,Eligible
User_495,46,137153,Self-Employed,27760,792,0.36,24,Address_495,user495@email.com,Eligible
User_496,30,147926,Employed,10463,338,0.36,36,Address_496,user496@email.com,Eligible
User_497,46,52935,Unemployed,9912,668,0.2,24,Address_497,user497@email.com,Not Eligible
User_498,54,62641,Employed,9648,450,0.36,24,Address_498,user498@email.com,Not Eligible
User_499,61,54711,Self-Employed,38623,410,0.18,12,Address_499,user499@email.com,Eligible
User_500,27,95342,Self-Employed,40634,779,0.15,12,Address_500,user500@email.com,Not Eligible
User_501,24,131896,Unemployed,49602,735,0.38,36,Address_501,user501@email.com,Needs Review
User_502,31,37182,Self-Employed,8112,346,0.15,36,Address_502,user502@email.com,Eligible
User_503,49,112833,Employed,27054,665,0.5,24,Address_503,user503@email.com,Eligible
User_504,56,81276,Self-Employed,9492,368,0.17,12,Address_504,user504@email.com,Needs Review
User_505,45,44541,Unemployed,27207,598,0.34,36,Address_505,user505@email.com,Eligible
User_506,41,119457,Self-Employed,20114,595,0.26,36,Address_506,user506@email.com,Needs Review
User_507,56,107310,Self-Employed,39285,502,0.15,60,Address_507,user507@email.com,Needs Review
User_508,30,69813,Self-Employed,21018,360,0.11,36,Address_508,user508@email.com,Not Eligible
User_509,57,62198,Unemployed,26386,613,0.35,24,Address_509,user509@email.com,Not Eligible
User_510,29,33820,Self-Employed,22740,460,0.42,12,Address_510,user510@email.com,Not Eligible
User_511,44,49070,Self-Employed,49199,630,0.44,36,Address_511,user511@email.com,Not Eligible
User_512,55,94768,Employed,13210,827,0.29,60,Address_512,user512@email.com,Eligible
User_513,55,36122,Unemployed,49363,637,0.41,12,Address_513,user513@email.com,Eligible
User_514,56,105559,Self-Employed,17743,603,0.37,36,Address_514,user514@email.com,Eligible
User_515,38,98543,Unemployed,47092,802,0.39,60,Address_515,user515@email.com,Not Eligible
User_516,59,108441,Self-Employed,49299,637,0.3,36,Address_516,user516@email.com,Eligible
User_517,52,66786,Self-Employed,11588,849,0.35,12,Address_517,user517@email.com,Eligible
User_518,44,119934,Self-Employed,8311,574,0.42,12,Address_518,user518@email.com,Eligible
User_519,43,124804,Employed,27432,463,0.26,12,Address_519,user519@email.com,Not Eligible
User_520,52,31737,Employed,38755,742,0.42,24,Address_520,user520@email.com,Needs Review
User_521,57,61062,Employed,8321,618,0.34,36,Address_521,user521@email.com,Needs Review
User_522,32,79237,Unemployed,20812,803,0.17,24,Address_522,user522@email.com,Eligible
User_523,33,76571,Unemployed,42383,686,0.11,12,Address_523,user523@email.com,Not Eligible
User_524,43,50510,Employed,18146,793,0.25,60,Address_524,user524@email.com,Not Eligible
User_525,45,44426,Unemployed,18654,789,0.32,36,Address_525,user525@email.com,Eligible
User_526,55,62265,Self-Employed,40820,372,0.44,24,Address_526,user526@email.com,Eligible
User_527,61,42850,Self-Employed,5726,808,0.15,36,Address_527,user527@email.com,Eligible
User_528,50,143249,Self-Employed,8760,689,0.42,60,Address_528,user528@email.com,Needs Review
User_529,37,91150,Employed,27190,594,0.45,24,Address_529,user529@email.com,Eligible
User_530,40,112312,Unemployed,6875,668,0.16,12,Address_530,user530@email.com,Eligible
User_531,45,114613,Employed,28377,848,0.44,24,Address_531,user531@email.com,Not Eligible
User_532,42,99910,Unemployed,9033,486,0.5,36,Address_532,user532@email.com,Eligible
User_533,33,77375,Self-Employed,43211,744,0.39,36,Address_533,user533@email.com,Eligible
User_534,39,146826,Employed,22373,662,0.41,36,Address_534,user534@email.com,Not Eligible
User_535,56,60435,Unemployed,8744,422,0.5,36,Address_535,user535@email.com,Eligible
User_536,32,121443,Unemployed,29995,487,0.34,12,Address_536,user536@email.com,Not Eligible
User_537,61,82132,Self-Employed,21977,719,0.22,24,Address_537,user537@email.com,Eligible
User_538,39,103945,Employed,37402,551,0.44,12,Address_538,user538@email.com,Not Eligible
User_539,32,107050,Employed,39542,848,0.35,12,Address_539,user539@email.com,Not Eligible
User_540,29,120402,Employed,15651,634,0.33,12,Address_540,user540@email.com,Eligible
User_541,27,27983,Self-Employed,38703,391,0.2,36,Address_541,user541@email.com,Eligible
User_542,48,122241,Employed,18395,829,0.4,36,Address_542,user542@email.com,Not Eligible
User_543,34,45662,Self-Employed,34808,362,0.13,36,Address_543,user543@email.com,Not Eligible
User_544,51,48510,Self-Employed,41576,811,0.47,24,Address_544,user544@email.com,Not Eligible
User_545,39,103187,Self-Employed,21715,438,0.23,60,Address_545,user545@email.com,Not Eligible
User_546,36,65998,Unemployed,49409,484,0.15,36,Address_546,user546@email.com,Eligible
User_547,25,81846,Employed,29306,504,0.28,24,Address_547,user547@email.com,Eligible
User_548,55,119071,Employed,24086,513,0.12,36,Address_548,user548@email.com,Needs Review
User_549,32,31640,Self-Employed,19376,555,0.37,36,Address_549,user549@email.com,Eligible
User_550,45,69547,Self-Employed,10889,434,0.46,12,Address_550,user550@email.com,Eligible
User_551,41,79620,Employed,42822,387,0.43,12,Address_551,user551@email.com,Eligible
User_552,56,40317,Self-Employed,41636,506,0.15,12,Address_552,user552@email.com,Eligible
User_553,43,140608,Employed,25584,428,0.15,24,Address_553,user553@email.com,Eligible
User_554,36,32564,Unemployed,39610,302,0.43,60,Address_554,user554@email.com,Needs Review
User_555,59,52345,Self-Employed,15058,420,0.47,60,Address_555,user555@email.com,Eligible
User_556,62,138824,Employed,14101,684,0.28,24,Address_556,user556@email.com,Eligible
User_557,59,119223,Self-Employed,17497,337,0.3,36,Address_557,user557@email.com,Needs Review
User_558,34,148372,Employed,9658,640,0.23,24,Address_558,user558@email.com,Needs Review
User_559,51,104273,Employed,16381,320,0.46,36,Address_559,user559@email.com,Eligible
User_560,25,99859,Self-Employed,45312,541,0.36,24,Address_560,user560@email.com,Eligible
User_561,55,105765,Unemployed,45486,754,0.22,24,Address_561,user561@email.com,Not Eligible
User_562,43,135017,Employed,22154,602,0.22,24,Address_562,user562@email.com,Not Eligible
User_563,49,99038,Employed,24539,368,0.46,60,Address_563,user563@email.com,Not Eligible
User_564,63,148618,Employed,16777,428,0.11,12,Address_564,user564@email.com,Not Eligible
User_565,31,77393,Unemployed,39396,495,0.23,24,Address_565,user565@email.com,Not Eligible
User_566,38,91081,Unemployed,35373,439,0.32,60,Address_566,user566@email.com,Eligible
User_567,32,127650,Self-Employed,38154,743,0.16,12,Address_567,user567@email.com,Not Eligible
User_568,29,54430,Unemployed,11031,582,0.14,12,Address_568,user568@email.com,Eligible
User_569,30,100532,Self-Employed,32997,611,0.43,24,Address_569,user569@email.com,Not Eligible
User_570,64,52788,Self-Employed,11439,834,0.46,36,Address_570,user570@email.com,Not Eligible
User_571,37,120505,Unemployed,27785,576,0.43,36,Address_571,user571@email.com,Eligible
User_572,58,73543,Self-Employed,18392,360,0.46,36,Address_572,user572@email.com,Eligible
User_573,27,38919,Unemployed,33669,618,0.32,24,Address_573,user573@email.com,Eligible
User_574,33,94346,Self-Employed,33939,351,0.42,36,Address_574,user574@email.com,Eligible
User_575,60,121122,Unemployed,7282,452,0.25,60,Address_575,user575@email.com,Not Eligible
User_576,62,64974,Unemployed,39624,610,0.37,60,Address_576,user576@email.com,Eligible
User_577,29,132309,Self-Employed,29364,843,0.5,60,Address_577,user577@email.com,Not Eligible
User_578,47,41371,Employed,6998,688,0.19,60,Address_578,user578@email.com,Eligible
User_579,22,70084,Self-Employed,36705,847,0.26,12,Address_579,user579@email.com,Not Eligible
User_580,25,54629,Unemployed,43244,476,0.29,60,Address_580,user580@email.com,Not Eligible
User_581,49,76184,Employed,14428,661,0.16,36,Address_581,user581@email.com,Not Eligible
User_582,57,86916,Self-Employed,42437,613,0.13,24,Address_582,user582@email.com,Eligible
User_583,58,98972,Self-Employed,17336,396,0.43,36,Address_583,user583@email.com,Needs Review
User_584,39,87187,Self-Employed,14342,512,0.49,60,Address_584,user584@email.com,Eligible
User_585,28,37984,Employed,44832,436,0.26,12,Address_585,user585@email.com,Eligible
User_586,21,58039,Unemployed,12446,305,0.14,60,Address_586,user586@email.com,Eligible
User_587,42,110431,Self-Employed,43392,408,0.13,24,Address_587,user587@email.com,Eligible
User_588,37,108691,Self-Employed,12461,846,0.46,36,Address_588,user588@email.com,Needs Review
User_589,27,83606,Self-Employed,39587,338,0.29,24,Address_589,user589@email.com,Eligible
User_590,45,35616,Self-Employed,15516,724,0.23,24,Address_590,user590@email.com,Not Eligible
User_591,24,127665,Self-Employed,18749,560,0.29,24,Address_591,user591@email.com,Not Eligible
User_592,56,130373,Unemployed,22514,725,0.23,36,Address_592,user592@email.com,Eligible
User_593,26,75072,Unemployed,40426,386,0.3,60,Address_593,user593@email.com,Not Eligible
User_594,51,49574,Self-Employed,41268,764,0.44,24,Address_594,user594@email.com,Eligible
User_595,39,28430,Employed,29950,375,0.34,36,Address_595,user595@email.com,Eligible
User_596,64,144123,Unemployed,39888,770,0.38,12,Address_596,user596@email.com,Eligible
User_597,59,37676,Employed,41788,713,0.25,36,Address_597,user597@email.com,Needs Review
User_598,47,35816,Unemployed,15213,756,0.4,12,Address_598,user598@email.com,Needs Review
User_599,30,57733,Self-Employed,41027,584,0.37,36,Address_599,user599@email.com,Eligible
User_600,46,110680,Unemployed,33011,538,0.15,60,Address_600,user600@email.com,Eligible
User_601,39,27050,Self-Employed,47849,671,0.33,24,Address_601,user601@email.com,Not Eligible
User_602,59,134996,Unemployed,39591,794,0.2,60,Address_602,user602@email.com,Eligible
User_603,23,58933,Self-Employed,22858,344,0.42,36,Address_603,user603@email.com,Not Eligible
User_604,33,49951,Self-Employed,23626,700,0.27,24,Address_604,user604@email.com,Eligible
User_605,48,57413,Self-Employed,18467,546,0.5,12,Address_605,user605@email.com,Eligible
User_606,40,59801,Self-Employed,44758,749,0.14,36,Address_606,user606@email.com,Not Eligible
User_607,48,80619,Employed,8134,784,0.41,24,Address_607,user607@email.com,Eligible
User_608,28,57913,Self-Employed,21743,317,0.37,12,Address_608,user608@email.com,Needs Review
User_609,61,137573,Employed,20434,588,0.41,12,Address_609,user609@email.com,Needs Review
User_610,59,144076,Employed,15233,713,0.22,60,Address_610,user610@email.com,Eligible
User_611,21,65600,Self-Employed,6141,534,0.3,36,Address_611,user611@email.com,Eligible
User_612,23,82775,Employed,23019,715,0.42,12,Address_612,user612@email.com,Needs Review
User_613,33,115816,Unemployed,25384,798,0.19,24,Address_613,user613@email.com,Needs Review
User_614,48,115093,Self-Employed,47903,414,0.19,12,Address_614,user614@email.com,Eligible
User_615,45,137590,Employed,41129,533,0.32,12,Address_615,user615@email.com,Not Eligible
User_616,53,60400,Self-Employed,27967,839,0.31,60,Address_616,user616@email.com,Eligible
User_617,58,29494,Self-Employed,45603,310,0.21,60,Address_617,user617@email.com,Eligible
User_618,26,105688,Self-Employed,16172,505,0.22,24,Address_618,user618@email.com,Not Eligible
User_619,64,147744,Employed,21390,546,0.21,60,Address_619,user619@email.com,Eligible
User_620,52,114431,Unemployed,8267,426,0.41,12,Address_620,user620@email.com,Needs Review
User_621,41,99691,Unemployed,44332,446,0.36,12,Address_621,user621@email.com,Eligible
User_622,36,122419,Employed,31167,417,0.43,60,Address_622,user622@email.com,Not Eligible
User_623,41,133730,Self-Employed,26312,681,0.49,12,Address_623,user623@email.com,Eligible
User_624,31,68001,Employed,32840,711,0.29,12,Address_624,user624@email.com,Eligible
User_625,57,92364,Employed,23990,662,0.13,24,Address_625,user625@email.com,Not Eligible
User_626,56,149988,Employed,49179,808,0.12,60,Address_626,user626@email.com,Eligible
User_627,55,70028,Self-Employed,10906,436,0.22,12,Address_627,user627@email.com,Eligible
User_628,39,132434,Employed,45379,474,0.47,60,Address_628,user628@email.com,Eligible
User_629,40,122659,Self-Employed,22297,588,0.31,24,Address_629,user629@email.com,Eligible
User_630,38,62573,Employed,7011,780,0.21,60,Address_630,user630@email.com,Not Eligible
User_631,61,25806,Unemployed,49014,318,0.26,12,Address_631,user631@email.com,Eligible
User_632,34,149343,Employed,16738,494,0.34,60,Address_632,user632@email.com,Eligible
User_633,35,81638,Employed,33797,629,0.36,12,Address_633,user633@email.com,Eligible
User_634,51,131506,Unemployed,16120,474,0.16,12,Address_634,user634@email.com,Eligible
User_635,21,54757,Self-Employed,13767,748,0.49,12,Address_635,user635@email.com,Eligible
User_636,23,59636,Self-Employed,27852,653,0.32,24,Address_636,user636@email.com,Eligible
User_637,36,105097,Employed,18703,798,0.15,60,Address_637,user637@email.com,Eligible
User_638,43,73280,Unemployed,5929,440,0.46,24,Address_638,user638@email.com,Not Eligible
User_639,31,49262,Self-Employed,16951,392,0.13,60,Address_639,user639@email.com,Not Eligible
